"SiteID"	"ID"	"PlaceName"	"NameVariants"	"TribeID"	"Tribe"	"FractionID"	"TribalFraction"	"Description"	"ExtraComments"	"SiloCount1853"	"SiloCount1854"	"SiloCount1884"	"Agha"	"Caïd"	"Cheikh"	"Chaouch"	"Sidi"	"Kadi"	"Bordj"	"AssemblyPlace"	"Dechera"	"Haouch"	"Mechta"	"Beylik"	"House"	"Gourbi"	"GourbiMulti"	"Farm"	"Garden"	"Djenan"	"WellCistern"	"TheshingFloors"	"Matmora"	"Mosque"	"Marabout"	"Cemetery"	"Market"	"Grange"	"HayStraw"	"MajorRoute"	"Path"	"Ruin"	"SmallDam"	"Fields"	"Vines"	"LemonTree"	"AlmondTree"	"OliveTree"	"FigTree"	"Terebinth"	"PomegranateTree"	"CarobTree"	"OakTree"	"ElmTree"	"PoplarTree"	"UndiffTree"	"Maquis"	"OtherPlants"	"Mountain"	"Hill"	"Plateau"	"Escarpment"	"Pass"	"Rock"	"DryHardGround"	"SandyArea"	"Cave"	"Wadi"	"Ravine"	"River"	"Stream"	"Spring"	"Fontaine"	"Depression"	"Plain"	"Prairie"	"Longitude"	"Latitude"	"LocQual"	"LonPlot"	"LatPlot"
71	71	"Tirghan"	"Tirghan/Tirgal Seghir"	6	"Oulad Alens/Oulad Alan"	24	"Serarta/Zerartta"	"au milieu de Tirghan, près de Dia"		14	35																																																																					3.188413	35.899658
72	72	"Dia"	"Dia/Diaz"	6	"Oulad Alens/Oulad Alan"	24	"Serarta/Zerartta/El Maaguif"	"dans un mechta/près d'un ruisseau"		54	21												1																																																1									3.158235	35.883546
74	74	"El Merim"	"El Merim"	6	"Oulad Alan"	24	"Zerartta"				20																																																																					3.164817	35.903576
77	77	"Dzouab"	"Dzouab"	6	"Oulad Alan"	24	"Zerartta"				10																																																																					3.146907	35.893119
81	81	"Baaban"	"Baaban"	6	"Oulad Alan"	25	"El Maaguif"				10																																																																					3.156695	35.833769
82	82	"Negueriya"	"Negueriya/El Negueri"	6	"Oulad Alens/Oulad Alan"	25	"El Maaguif"	"près d'un rocher"		50	20																																																					1																3.166518	35.819052
83	83	"Terfaïa"	"Terfaïa"	6	"Oulad Alan"	26	"Oulad Sidi A.Amens"				200																																																																					3.196625	35.801597
84	84	"Dema"	"Dema"	6	"Oulad Alan"	27	"Oulad Sidi Amer"				250																																																																					3.184854	35.726706
88	88	"Mequita el Sed"	"Mequita el Sed"	6	"Oulad Alan"	27	"Oulad Sidi Amer"				10																																																																					3.209277	35.770231
89	89	"Khrerebelia"	"Khrerebelia"	6	"Oulad Alan"	27	"Oulad Sidi Amer"				40																																																																					3.131527	35.738903
90	90	"Toual el Aoud"	"Toual el Aoud"	6	"Oulad Alens/Oulad Alan"	27	"Oulad Sidi Amer"	"près d'une fontaine"		41	27																																																														1							3.140008	35.693615
91	91	"El Berrouiguiga"	"El Berrouiguiga/Briougua"	6	"Oulad Alens/Oulad Alan"	27	"Oulad Sidi Amer"	"près d'un jardin"		45	23																		1																																																			3.133332	35.787736
92	92	"El Guetia"	"El Guetia"	6	"Oulad Alens/Oulad Alan"	28	"El Belida/Lebabda"	"entre une rivière et Chelifa"		49	39																																																											1										3.256882	35.924841
93	93	"Ben y Khresouch"	"Ben y Khresouch"	6	"Oulad Alan"	28	"Lebabda"				15																																																																					3.230105	35.917873
96	96	"El Hanout"	"El Hanout/Hanout"	6	"Oulad Alens/Oulad Alan"	28	"El Belida/Lebabda"	"entre 2 rivières"		24	25																																																											1										3.243283	35.924381
98	98	"Mednès"	"Mednès"	6	"Oulad Alan"	28	"Lebabda"				12																																																																					3.242698	35.895089
99	99	"chez Caid Bou Akaz"	"chez Caid Bou Akaz"	6	"Oulad Alan"	29	"Thaaziz"	"chez Caid Bou Akaz"			30			1																																																																		3.338586	35.866588
101	101	"Charfia"	"Charfia"	6	"Oulad Alan"	29	"Thaaziz"				40																																																																					3.229731	35.827739
104	104	"Trifiya"	"Trifiya/Terifa"	6	"Oulad Alens/Oulad Alan"	29	"Taaziza/Thaaziz"	"près d'une rivière"		30	20																																																											1										3.306791	35.856996
107	107	"Meksela"	"Meksela"	6	"Oulad Alan"	29	"Thaaziz"				60																																																																					3.269348	35.897437
108	108	"Bou Kerboub"	"Bou Kerboub"	6	"Oulad Alan"	29	"Thaaziz"				14																																																																					3.275217	35.855647
110	110	"Hemed Rioug"	"Hemed Rioug"	6	"Oulad Alan"	31	"Bedjama"				15																																																																					3.30394	35.8253
111	111	"Derouazia"	"Derouazia"	6	"Oulad Alan"	31	"Bedjama"				20																																																																					3.290896	35.827448
112	112	"Seffia"	"Seffia"	6	"Oulad Alan"	31	"Bedjama"				21																																																																					3.330608	35.812131
114	114	"El Benïa"	"El Benïa/Benia"	6	"Oulad Alens/Oulad Alan"	31	"El Adjema/Bedjama"	"près d'une ruine"		90	12																															1																																						3.292706	35.804761
115	115	"Zebira"	"Zebira"	6	"Oulad Alan"	31	"Bedjama"				11																																																																					3.298542	35.821736
116	116	"Tehal"	"Tehal/Tihhal"	6	"Oulad Alens/Oulad Alan"	32	"Oulad Si Mechared/Menubethin Oulad Sin Mecharued"	"près d'une ferme, entre 2 mamelons"		23	20																	1																																1																				3.236339	35.963263
117	117	"Aïn ben Metit"	"Aïn ben Metit"	6	"Oulad Alan"	32	"Menubethin Oulad Sin Mecharued"				20																																																													1								3.217869	35.954165
118	118	"El Mekemelia"	"El Mekemelia/Metkelma"	6	"Oulad Alens/Oulad Alan"	32	"Oulad Si Mechared/Menubethin Oulad Sin Mecharued"	"près d'une grosse pierre entre 2 montagnes"		65	20																																																1					1																3.238793	35.96612
121	121	"El Kheril Guiya"	"El Kheril Guiya/Hherirguia"	6	"Oulad Alens/Oulad Alan"	33	"Oulad Belheites/Bel Ytess"	"entre des rochers"		72	60																																																					1																3.377537	35.778699
123	123	"El Oueguediya"	"El Oueguediya/El Ouguedia"	6	"Oulad Alens/Oulad Alan"	33	"Oulad Belheites/Bel Ytess"	"entre 2 jardins"		42	25																		1																																																			3.33416	35.805931
124	124	"Defeiliea"	"Defeiliea/Defila"	6	"Oulad Alens/Oulad Alan"	33	"Oulad Belheites/Bel Ytess"	"près d'un jardin au bas d'une montagne"		39	35																		1																														1																					3.347605	35.786627
125	125	"Mohamed ben Tieb"	"Mohamed ben Tieb"	6	"Oulad Alan"	33	"Bel Ytess"	"sur la propriété de Mohamed ben Tieb"			80														1																																																							3.375821	35.815923
126	126	"Gotfas"	"Gotfas"	7	"Oulad Mokhtar"	11	"Oulad Mokhtar"	"toute la tribu ensilote en cet endroit"			760																																																																					3.20322	35.535936
130	130	"Taniflia"	"Taniflia"	9	"Sahari"	36	"Sahari"				150																																																																					3.637223	35.51518
132	132	"Mernith"	"Mernith"	9	"Sahari"	36	"Sahari"				110																																																																					3.40279	35.465986
134	134	"Khristen"	"Khristen"	10	"Oulad Sidi Aïssa el Adab/el Ahhedab"	37	"Oulad Sidi Tahar"				70																																																																					3.081432	35.209096
135	135	"Menaa"	"Menaa"	10	"Oulad Sidi Aïssa el Adab/el Ahhedab"	38	"Mekhalif"				20																																																																					3.352677	35.339641
137	137	"Bou Kem Nichi/Chergi"	"Bou Kem Nichi/Chergi/Ben el Mitsen"	11	"Rebaïa/Rebaïas"	40	"Oulad Saala/Oulad Salah/Oulad Salay"	"près de la rivière appelé Bougel Fesaïl/au-dessous des terres labourées"		95	185																																	1																										1										3.163052	36.04005
140	140	"Hadj'en Zerga"	"Hadj'en Zerga"	11	"Rebaïas"	40	"Oulad Salah"	"appartenant à Salay b. Abed"			1																																																																					3.161491	36.076283
141	141	"Rah el Betiouch"	"Rah el Betiouch"	11	"Rebaïas"	40	"Oulad Salah"	"appartenant à M. ben Chabay"			1																																																																					3.127821	36.054482
145	145	"Khrerouba"	"Khrerouba"	11	"Rebaïas"	43	"Oulad Salay"				13																																																																					3.116844	35.987059
146	146	"Sid Herats"	"Sid Herats"	11	"Rebaïas"	42	"Oulad Ahmed"				20						1																																																															3.026923	35.962541
147	147	"Zeraa el Hemor"	"Zeraa el Hemor"	11	"Rebaïas"	42	"Oulad Ahmed"				19																																																																					3.049277	35.953878
159	159	"Guedouar"	"Guedouar"	11	"Rebaïas"	45	"Oulad Aataf"				2																																																																					3.125302	36.040175
161	161	"Gâmes"	"Gâmes/El Guemer"	11	"Rebaïa/Rebaïas"	45	"Oulad Atta/Oulad Aataf"	"est près d'un mamelon, ouest montagne, nord mamelon, sud la plaine"		13	12																																																1	1															1					3.086662	36.012413
170	170	"Bou Hedjen"	"Bou Hedjen"	12	"Oulad Si Ahmed ben Youssef"	48	"Oulad Sidi el Khoidzer"				10																																																																					3.020158	36.111412
171	171	"Khresak Sid"	"Khresak Sid"	12	"Oulad Si Ahmed ben Youssef"	48	"Oulad Sidi el Khoidzer"				17																																																																					3.054112	36.097342
176	176	"Zerfias"	"Zerfias"	12	"Oulad Si Ahmed ben Youssef"	49	"El Zoua"	"chez B. Merizouka appartenant aux Oulad Sidi al Ouness"			25																																																																					3.149418	36.102488
180	180	"Charounïa"	"Charounïa/Chaania"	13	"Douaïres/Douair"	50	"Titry/Tittery"	"ouest rocher, nord Bled Mohamed ben Aïssa, est rivière, sud petit rocher"		99	177																																																					1						1										3.02468	35.914235
182	182	"Cherith"	"Cherith"	13	"Douair"	50	"Tittery"				35																																																																					3.038972	35.934178
187	187	"Heziba"	"Heziba"	13	"Douair"	51	"El Aallalema"	"à la mechta S. el Dekouch"			107												1																																																									2.977324	36.016027
188	188	"Kouka"	"Kouka"	13	"Douair"	51	"El Aallalema"				19																																																																					2.987903	36.033234
193	193	"Sghra"	"Sghra/Sekhrera"	13	"Douaïres/Douair"	52	"Oulad Raab nal el Oued/Oulad Rehab"	"est ravin, nord mamelon Abdi, ouest ravin, sud jardin"		160	170																		1																															1									1											2.978399	35.932917
194	194	"Amouda"	"Amouda/Aamouda"	13	"Douaïres/Douair"	52	"Oulad Raab nal el Oued/Oulad Rehab"	"Agha Choura, de l'ouest jardin, nord gourbi, est chemin, sud la ferme de l'agha"		186	160		1													1		1																																										1							3.003504	35.946054	"B"	3.003504	35.946054
195	195	"Hozeba"	"Hozeba"	13	"Douair"	52	"Oulad Rehab"				195																																																																					2.920783	35.965832
199	199	"Châmoutia"	"Châmoutia/Chahmethia"	13	"Douaïres/Douair"	53	"Oulad Raab nal el Regeb/Oulad Rehab Abdel Regab"	"ouest gourbi de El Assem, nord ?enzer, est rivière, sud un lieu appelé Frid"		45	15															1																																																						2.926964	35.930838
200	200	"Retal"	"Retal/Rethel"	14	"Oulad Hedim"	54	"Oulad Hedim"	"ouest Oulad Hamed, nord rocher, est montagne, sud ravin"		90	61																																																1					1					1											2.966019	36.058033
201	201	"Ourfethamam"	"Ourfethamam/Sidi Yagoub"	14	"Oulad Hedim"	54	"Oulad Hedim"	"Oulad Jacoub, ouest ravin, nord rocher, est Bled Amer, sud rocher ?bsibiss"		34	30																																																					1					1											2.954335	36.024528
202	202	"Debdaba"	"Debdaba/Debadib"	14	"Oulad Hedim"	54	"Oulad Hedim"	"(Aïa ben Jaïa) ouest rocher, nord rocher, est Bled Ali ben Jaïa, sud jardins"		170	35																		1																																			1	1															2.962985	36.008277
203	203	"El Guebab"	"El Guebab"	15	"Oulad Daïd"	55	"Oulad Sidi Nadji"				113																																																																					3.009512	36.15725
204	204	"Sidi Djemil"	"Sidi Djemil/Sidi Djemil el Firas el Gada"	15	"Oulad Daïd/Oulad Sidi Nadji"	55	"Oulad Sidi Nadji"	"El hadj Aïssan ben Zian, ouest Aïn Derela, nord petite montagne, est chemin, sud lieu applé (col) ?Ragba"		86	75						1																																										1													1								2.928034	36.129629
205	205	"Messabihh"	"Messabihh/Bir el Mssabehe"	15	"Oulad Daïd/Oulad Sidi Nadji"	55	"Oulad Sidi Nadji"	"Oulad el Mahoub, nord Djouma bou Affia, est rivière, Sud Djouma Mohamed ben Tïeb"		38	23																				1																																																	2.954574	36.142899
206	206	"Chaabet el Beguer"	"Chaabet el Beguer"	15	"Oulad Daïd"	55	"Oulad Sidi Nadji"				50																																																										1											3.028006	36.158222
207	207	"Dra ben Ourad"	"Dra ben Ourad/Draa Ourad"	15	"Oulad Deid/Oulad Daïd"	56	"Oulad Asiz/Oulad Aaziz"	"ouest Bled Oulad Boucheret, nord Oulad Messaoud, est ravin, sud rocher"		77	70																																																1	1				1					1											2.982378	36.070324
208	208	"Khrelona"	"Khrelona"	15	"Oulad Daïd"	56	"Oulad Aaziz"				86																																																																					3.009211	36.066542
209	209	"Guericha"	"Guericha"	15	"Oulad Daïd"	56	"Oulad Aaziz"				103																																																																					3.000879	36.059386
210	210	"Gaadet el Guerba"	"Gaadet el Guerba"	15	"Oulad Daïd"	57	"Hhechalfa"				130																																																																					3.013134	36.040062
211	211	"Regida/Meuriout"	"Regida/Meuriout/Regada"	15	"Oulad Deid/Oulad Daïd"	57	"El Achaffa/Hhechalfa"	"ouest Bled Ali bn Edylys, nord petite montagne, est Bled Mohamed ben Abderaman, sud Bled bou Bkr"		80	102																																																																					3.07102	36.073409
212	212	"Draa el Ahhemeur"	"Draa el Ahhemeur"	15	"Oulad Daïd/Souary/Abida"	58	"Zekmoutha/Oulad Ameur/Oulad Saïd/Abrass"				579																																																	1																				3.009694	36.108968
213	213	"Dra Lameur"	"Dra Lameur"	16	"Souary"	59	"Oulad Ameur"	"ouest Bled Abdelkader, nord peuplier, est Bled Ouled Bou Zemana"		164																																													1					1																				3.072466	35.867897
214	214	"Ben Mezdef"	"Ben Mezdef"	16	"Souary"	60	"Oulad Yagoub"				25																																																																					3.109619	35.804973
215	215	"Medaa"	"Medaa"	16	"Souary"	60	"Oulad Yagoub"				80																																																																					3.090337	35.785989
216	216	"Nesoue"	"Nesoue/Ben Nezou"	16	"Souary"	60	"Oulad Jacoub/Oulad Yagoub"	"(Amed ben Elouani) du nord ravin, ouest rocher, est rocher, sud rocher"		105	81																																																					1					1											3.080684	35.808795
217	217	"Miderbenat"	"Miderbenat"	16	"Souary"	60	"Oulad Yagoub"				300																																																																					3.074497	35.79186
218	218	"Dra Lamer Chergui"	"Dra Lamer Chergui"	16	"Souary"	61	"Oulad Deid"	"ouest Ehla el Amra, du nord chemin, est Ghersa ?ental'Adguer, sud Bled Mohamed el Arbi"		123																															1																			1																				3.083869	35.773751
219	219	"Ghersa/Gada"	"Ghersa/Gada/Khrerza"	16	"Souary"	61	"Oulad Deid/Oulad Saïd"	"(Cadi bn Chienn) ouest lieu appelé Chacora, nord Aïn, est rocher, sud ravin"		50	55							1																																											1			1					1			1								3.119221	35.758182
220	220	"El Faïdja"	"El Faïdja"	16	"Souary"	61	"Oulad Saïd"				45																																																				1																	3.112153	35.757125
221	221	"Um el Adjir"	"Um el Adjir/Mehedjir"	17	"Oulad Marref/Oulad Maaref"	62	"Oulad Ektsir/Oulad Ketsim"	"ouest ravin, nord rocher, est petite montagne, sud chemin"		310	270																														1																		1					1																3.013615	35.874119
222	222	"Fekrouna"	"Fekrouna/Fekroun"	17	"Oulad Marref/Oulad Maaref"	62	"Oulad Ektsir/Oulad Ketsim"	"ouest petite montagne, nord pierre, est chemin, sud rocher"		107	115																														1																		1					1																2.996018	35.882358
223	223	"Koidïa"	"Koidïa/El Koudia"	17	"Oulad Marref/Oulad Maaref"	63	"Oulad Abides/Oulad Aabid"	"ouest lieu dit Goudjila, nord rocher, est idem, sud lieu appelé Matat Ouled Habid sur la petite motagne"		155	170																																																1					1																2.987938	35.849405
224	224	"Zerreb"	"Zerreb/Azerab"	17	"Oulad Marref/Oulad Maaref"	63	"Oulad Abides/Oulad Aabid"	"ouest ravin, nord fontaine, est lieu appelé Tartar, sud lieu appelé Ferkoussa"		137	100																																																										1				1							2.992137	35.853387
225	225	"Khrissen"	"Khrissen"	17	"Oulad Maaref"	64	"Oulad Aariou"				90																																																																					3.024429	35.907073
226	226	"Beka"	"Beka/Chebak"	17	"Oulad Marref/Oulad Maaref"	64	"Oulad Arioua/Oulad Aariou"	"nord montagne, ouest ravin, est ravin, sud rocher"		115	825																																																1					1					1											3.004086	35.91604
227	227	"Oum el Kbour"	"Oum el Kbour/Om el Kebour"	18	"Deimat"	65	"Deimat"	"ouest rivière, nord petite montagne sud marabout"		106	40																								1																								1											1										3.050734	35.70443
228	228	"Delfa"	"Delfa"	18	"Deimat"	65	"Deimat"				142																																																																					3.123403	35.695334
229	229	"El Medjaj"	"El Medjaj"	18	"Deimat"	65	"Deimat"				40																																																																					3.128416	35.712327
230	230	"El Aalemia"	"El Aalemia"	18	"Deimat"	65	"Deimat"				200																																																																					3.082305	35.733537
231	231	"El Ouzera"	"El Ouzera"	19	"Abida"	66	"Abrass/El Cherfa"				110																																																																					2.917853	36.113631
232	232	"Draa Aïn Om Aïssa"	"Draa Aïn Om Aïssa"	19	"Abida"	66	"Abrass"				40																																																	1												1								2.936716	36.055873
233	233	"Draa Tafa"	"Draa Tafa/Dera Tafa/Draa el Tafa"	19	"Abida"	66	"Abrass/Chorfa/El Cherfa"	"au nord de l'Oued Zebir/entre Oued el Mounghar et Dera Taga"		35	97																																																	1										1										2.886854	36.081075
234	234	"El Gaada"	"El Gaada"	19	"Abida"	66	"Abrass"				40																																																		1																			2.945417	36.100727
235	235	"Chaabet Soussi"	"Chaabet Soussi/Chabet Essous"	19	"Abides/Abida"	66	"Labras/Abrass"	"entre un chemin et Chaabet Soussi"		62	31																														1																												1											2.908073	36.095795
236	236	"Matmar Labiad"	"Matmar Labiad/Draa Lobiad"	19	"Abides/Abida"	66	"Labras/Abrass"	"entre Dera Sekek et Chaabet Mintina"		100	100																						1																											1																				2.888098	36.117869
237	237	"El Madoura"	"El Madoura/Medour"	19	"Abides/Abida"	66	"Labras/Abrass"	"entre 2 ruisseaux entre Bir Ann ?Anniya"		30	40																				1																																							1										2.936429	36.065183
238	238	"Dera Lahmar"	"Dera Lahmar"	19	"Abides"	66	"Labras"	"entre Aaicha et Sidi Daoud"		50							1																		1																																													2.863403	36.149279
239	239	"Chaabet el Alia"	"Chaabet el Alia"	19	"Abida"	66	"Abrass"				46																																																										1											2.944721	36.115696
240	240	"Azelet el Raba"	"Azelet el Raba"	19	"Abida"	66	"Abrass"				40																																																																					2.903302	36.123649
241	241	"Senoubria"	"Senoubria"	19	"Abida"	66	"Abrass"				20																																																																					2.894346	36.078327
242	242	"Labied"	"Labied"	19	"Abida"	66	"Abrass"				49																																																																					2.898918	36.093783
243	243	"El Gubeha"	"El Gubeha"	19	"Abida"	66	"Abrass"				73																																																																					2.882941	36.116223
244	244	"Sessaf Azebar"	"Sessaf Azebar"	19	"Abida"	66	"Abrass"				20																																																																					2.933022	36.068701
245	245	"Hazba"	"Hazba"	19	"Abida"	66	"Abrass"	"à Ben Ali à l'ouest de la rivière"			40																																																											1										2.904817	36.09673
246	246	"El Fauidj"	"El Fauidj/El Faïdja"	19	"Abides/Abida"	66	"Labras/Abrass"	"entre Aïn el Djenin et un mamelon"		60	60																																																	1												1								2.934679	36.068741
247	247	"El Makmen"	"El Makmen/Mekamen"	19	"Abides/Abida"	66	"Labras/Abrass"	"entre un ruisseau et une route"		26	27																													1																														1	1									2.893509	36.144915
249	249	"Aïn Sessaf"	"Aïn Sessaf"	19	"Abida"	67	"El Cherfa"				23																																																													1								2.883662	36.103999
250	250	"El Besbessi"	"El Besbessi/Bessabiss"	19	"Abides/Abida"	67	"Chorfa/El Cherfa"	"entre un mechta et Gaadet el Bissebis"		80	80												1																																																									2.863095	36.104122
252	252	"Sidi Tair"	"Sidi Tair/Sidi Ali Etthian"	19	"Abides/Abida"	67	"Chorfa/El Cherfa"	"entre Sidi Ali Aayar et Dera el Andjar"		15	25						1																																											1																				2.877767	36.108327
253	253	"El Mahhref"	"El Mahhref/El Mekhrerat"	19	"Abides/Abida"	68	"Tehalit/Cheikh Moussa"	"entre Ahbarii et Batez bel Hadj"		50	58																																																																					2.92934	36.054222
254	254	"Had Dris"	"Had Dris/Lhedadris"	19	"Abides/Abida"	68	"Tehalit/Cheikh Moussa"	"entre Dekhira et Chaabet Moussed"		75	56																																																										1											2.905687	36.039619
255	255	"Chaabet Melana"	"Chaabet Melana/El Chaabat"	19	"Abides/Abida"	68	"Tehalit/Cheikh Moussa"	"entre Chaabet Si Fer et Chaabet el Mellana"		77	62																																																										1											2.907238	36.043276
256	256	"El Gattar"	"El Gattar/Guetan"	19	"Abides/Abida"	68	"Tehalit/Cheikh Moussa"	"entre 2 ruisseaux près de Gaadet Oulad Ehdim"		43	32																																																											1										2.90088	36.07126
257	257	"Mehhezat"	"Mehhezat"	19	"Abida"	68	"Cheikh Moussa"				1																																																																					2.897719	36.058887
258	258	"Chandara"	"Chandara/Chendara"	19	"Abides/Abida"	68	"Tehalit/Cheikh Moussa"	"entre 2 grandes rivières près d'un grande route"		81	52																													1																														1										2.923028	36.048889
259	259	"Bouhalfaya"	"Bouhalfaya/Bou Hhelfaïa"	19	"Abides/Abida"	68	"Tehalit/Cheikh Moussa"	"entre Chaabet Moudoud et Chaabet Boutouil"		97	20																																																										1											2.889604	36.071354
260	260	"Debdeb"	"Debdeb/Debdab"	19	"Abides/Abida"	69	"El Ghereba/El Reraba"	"entre Chaabet ?Fassatap et Mechtar el Karma"		58	65												1																																										1				1											2.950466	36.005716
261	261	"Messif"	"Messif"	19	"Abida"	69	"El Reraba"				13																																																																					2.899329	36.010852
262	262	"Bou Chenouf"	"Bou Chenouf"	19	"Abida"	69	"El Reraba"				55																																																																					2.904804	36.022322
263	263	"Ada ben Tsabet"	"Ada ben Tsabet"	19	"Abida"	69	"El Reraba"				20																																																																					2.913387	36.026107
264	264	"Achir"	"Achir"	19	"Abida"	69	"El Reraba"				43																																																																					2.944055	36.040245
265	265	"Chaabet Si Slimen"	"Chaabet Sidi Sliman/Chaabet Si Slimen"	19	"Abides"	139	"El Reraba/El Kessentiya"	"entre Si Slimen et Chaabet Sedjehed"		27	20																																																										1											2.903929	35.981231
266	266	"Cheraïguïa"	"Cheraïguïa"	19	"Abida"	69	"El Reraba"				35																																																																					2.917257	36.005351
267	267	"Oued Maameur"	"Oued Maameur"	19	"Abida"	69	"El Reraba"				25																																																									1												2.904003	36.008986
268	268	"B. Khrira"	"B. Khrira"	19	"Abida"	69	"El Reraba"				25																																																																					2.945095	36.007054
269	269	"Djenan Aly el Ameri"	"Djenan Aly el Ameri"	19	"Abida"	69	"El Reraba"				20																			1																																																		2.941476	36.03682
270	270	"Hezeba"	"Hezeba"	19	"Abida"	69	"El Reraba"				57																																																																					2.920802	36.023863
271	271	"Gaadet Khreraïa"	"Gaadet Khreraïa"	19	"Abida"	69	"El Reraba"				64																																																																					2.933367	36.038102
272	272	"Chaabet Aïn Gueth"	"Chaabet Aïn Gueth"	19	"Abida"	69	"El Reraba"				35																																																										1											2.899843	36.027729
273	273	"Draa Lebiod"	"Draa Lebiod"	19	"Abida"	69	"El Reraba"				46																																																	1																				2.910424	36.014186
274	274	"El Cherid"	"El Cherid"	19	"Abida"	70	"Oulad Senan"				30																																																																					2.880126	35.98482
275	275	"Dar Thebel"	"Dar Thebel"	19	"Abida"	70	"Oulad Senan"				70														1																																																							2.8542	35.980627
276	276	"El Mesdoura"	"El Mesdoura/Mesdouda"	19	"Abides/Abida"	70	"Semela/Oulad Senan"	"entre Chaabet el Kebira et Djabar Felfa"		17	21																																																										1											2.882463	35.992848
277	277	"Zeouia"	"Zeouia/Zaouïa"	20	"Beni Hassen/Beni Hessen"	71	"El Kerebib/Kerabib"	"près de mechta Si ben Abdallah"		100	100						1						1						1																																																			2.821217	36.034794
278	278	"Bou Zouren"	"Bou Zouren"	20	"Beni Hessen"	71	"Kerabib"				12																																																																					2.819448	36.034881
279	279	"Aïcha"	"Aïcha/Aiche"	20	"Beni Hessen/Beni Hassen"	71	"Kerabib/Oulad Sidi Yagoub"	"entre Chaabet Aichi et Dera Theber"		35	27																																																	1									1											2.840462	36.02888
280	280	"Terba"	"Terba/Torba"	20	"Beni Hessen/Beni Hassen"	71	"Kerabib/Oulad Sidi Yagoub"	"entre Khabechia et Chaabet Nourian"		16	20																																																										1											2.815961	36.040326
281	281	"El Arbaa"	"El Arbaa"	20	"Beni Hessen"	71	"Kerabib"				15																																																																					2.779559	36.04638
282	282	"Nedjaria"	"Nedjaria"	20	"Beni Hessen"	71	"Kerabib"				13																																																																					2.829814	36.049805
283	283	"Ras el Aïn"	"Ras el Aïn"	20	"Beni Hessen"	71	"Kerabib"				15																																																	1												1								2.804907	36.029083
284	284	"Tegueret"	"Tegueret"	20	"Beni Hessen"	72	"Mezaïa"				12																																																																					2.83781	35.994158
285	285	"Baten el Karrouch"	"Baten el Karrouch/Bathen el Kerouch"	20	"Beni Hassen/Beni Hessen"	72	"Mezeïa/Mezaïa"	"entre des jardins et des mechtas"		95	30												1						1																																																			2.832275	36.003982
286	286	"El Baseda"	"El Baseda"	20	"Beni Hessen"	72	"Mezaïa"				13																																																																					2.793687	35.99745
287	287	"Mechta el Khada"	"Mechta el Khada/Mechta el Khader"	20	"Beni Hassen/Beni Hessen"	72	"Mezeïa/Mezaïa"	"entre un peuplier et un chemin"		9	20												1																		1														1																									2.80195	36.005768
288	288	"Gera"	"Gera/El Sera"	20	"Beni Hassen/Beni Hessen"	73	"Oulad Mennaa/Oulad Menâa"	"entre un cimetière et un jardin"		21	22																		1							1																																												2.722969	36.042986
289	289	"Draa el Biod"	"Draa el Biod"	20	"Beni Hessen"	73	"Oulad Menâa"				91																																																	1																				2.68446	36.028291
290	290	"El Heman"	"El Heman"	20	"Beni Hessen"	74	"Oulad Amran"				47																																																																					2.858754	36.088301
291	291	"Regaï"	"Regaï"	20	"Beni Hessen"	74	"Oulad Amran"				60																																																																					2.839147	36.135515
292	292	"Sidi Lahssen"	"Sidi Lahssen/Sidi Lehessen"	20	"Beni Hassen/Beni Hessen"	73	"Oulad Mennaa/Oulad Amran"	"près de Sidi Lahssen"		18	16						1																																																															2.741187	36.08058
293	293	"Khrebit"	"Khrebit"	20	"Beni Hessen"	74	"Oulad Amran"				24																																																																					2.835274	36.122274
294	294	"Sera"	"Sera"	20	"Beni Hessen"	74	"Oulad Amran"				51																																																																					2.836494	36.08061
295	295	"Bou Tsaaleb"	"Bou Tsaaleb"	20	"Beni Hessen"	75	"Oulad Saïd"				22																																																																					2.79018	36.086284
296	296	"Mectaan"	"Mectaan"	20	"Beni Hessen"	75	"Oulad Saïd"				12																																																																					2.798913	36.071009
297	297	"Sidi Ameur"	"Sidi Ameur"	20	"Beni Hessen"	75	"Oulad Saïd"				12						1																																																															2.819702	36.078627
298	298	"Gueroura"	"Gueroura"	20	"Beni Hessen"	75	"Oulad Saïd"				15																																																																					2.797408	36.102894
299	299	"Beferna"	"Beferna"	20	"Beni Hessen"	76	"Beni Rïan"				70																																																																					2.787816	36.021398
300	300	"El Dechera"	"El Dechera"	20	"Beni Hessen"	77	"Chebaa"				27										1																																																											2.853396	36.057427
301	301	"Si Lekhal"	"Si Lekhal/Sid Lekehal"	20	"Beni Hassen/Beni Hessen"	77	"Chemama/Chebaa"	"entre un chemin et Fers Boumouan"		47	40						1																								1																																							2.873605	36.05155
302	302	"Rekaat el Kat"	"Rekaat el Kat"	20	"Beni Hessen"	77	"Chebaa"				6																																																																					2.869525	36.078661
303	303	"Ghouder"	"Ghouder"	21	"Ghouder"	78	"Hannacha/Hannachas"	"sur le sommet d'un mamelon, à l'ouest d'une marabout, au sud de grand arbres et un jardin à l'ouest des gourbis/limités à l'est sur ??, à l'ouest par Djenan Si Moussa et au Nord par l'Oued Selef"		40	36															1	1		1						1																									1										1										2.589822	36.200036
