"SRID"	"Year"	"Tribe"	"TribeID"	"TribalFraction"	"FractionID"	"Leader"	"PlaceName"	"SiteID"	"SiloCount"	"Observations"	"Source"	"OtherComments"
688	1853	"Douaïres"	13	"Oulad Raab nal el Oued"	52	"Abderahman ben el Soudaïl"	"Amouda"	194	186	"Agha Choura, de l'ouest jardin, nord gourbi, est chemin, sud la ferme de l'agha"	"ANOM GGA 50II 240"	
689	1853	"Douaïres"	13	"Oulad Raab nal el Oued"	52	"Abderahman ben el Soudaïl"	"Amouda (other)"	589	154		"ANOM GGA 50II 240"	
690	1853	"Douaïres"	13	"Oulad Raab nal el Oued"	52	"Abderahman ben el Soudaïl"	"Sghra"	193	160	"est ravin, nord mamelon Abdi, ouest ravin, sud jardin"	"ANOM GGA 50II 240"	
691	1853	"Douaïres"	13	"Oulad Raab nal el Oued"	52	"Abderahman ben el Soudaïl"	"Saïb Maboub/Rheghba"	590	260	"ouest ferme, nord chemin, est rivière, sud rivière"	"ANOM GGA 50II 240"	
692	1853	"Douaïres"	13	"Oulad Raab nal el Oued"	52	"Abderahman ben el Soudaïl"	"Rheghba"	198	320		"ANOM GGA 50II 240"	
693	1853	"Douaïres"	13	"Oulad Raab nal el Oued"	52	"Abderahman ben el Soudaïl"	"Dra Labiode (ou Dra Roumel/Dra Remel)"	196	33	"Teraat ben el Moumen, ouest rivière, nord rivière, sud chemin de Djebana"	"ANOM GGA 50II 240"	
694	1853	"Douaïres"	13	"Oulad Raab nal el Oued"	52	"Abderahman ben el Soudaïl"	"Aïn Sultan"	197	88	"ouest rocher, nord jardin, est chemin, sud petit rocher"	"ANOM GGA 50II 240"	
695	1853	"Douaïres"	13	"Oulad Raab nal el Regeb"	53	"El Miloud ben Chaoui"	"Regeb"	198	95	"ouest ravin, nord montagne, est ravin, sud chemin"	"ANOM GGA 50II 240"	
696	1853	"Douaïres"	13	"Oulad Raab nal el Regeb"	53	"El Miloud ben Chaoui"	"Argoub"	591	45	"ouest ravin, nord montagne, est ravin, sud rocher"	"ANOM GGA 50II 240"	
697	1853	"Douaïres"	13	"Oulad Raab nal el Regeb"	53	"El Miloud ben Chaoui"	"Regeb"	198	99	"(Abdallah ben el Allah) ouest chemin, nord chemin, est ravin, sud chemin"	"ANOM GGA 50II 240"	
698	1853	"Douaïres"	13	"Oulad Raab nal el Regeb"	53	"El Miloud ben Chaoui"	"Regeb (?firdjen el Kef)"	198	66	"Bou Alli, ouest rocher, nord rocher, est ravin, sud chemin"	"ANOM GGA 50II 240"	
699	1853	"Douaïres"	13	"Oulad Raab nal el Regeb"	53	"El Miloud ben Chaoui"	"Châmoutia"	199	45	"ouest gourbi de El Assem, nord ?enzer, est rivière, sud un lieu appelé Frid"	"ANOM GGA 50II 240"	
727	1853	"Oulad Hedim"	14	"Oulad Hedim"	54	"Mohamed Boudouma"	"Retal"	200	90	"ouest Oulad Hamed, nord rocher, est montagne, sud ravin"	"ANOM GGA 50II 240"	
728	1853	"Oulad Hedim"	14	"Oulad Hedim"	54	"Mohamed Boudouma"	"Debdaba"	202	170	"(Aïa ben Jaïa) ouest rocher, nord rocher, est Bled Ali ben Jaïa, sud jardins"	"ANOM GGA 50II 240"	
729	1853	"Oulad Hedim"	14	"Oulad Hedim"	54	"Mohamed Boudouma"	"Ourfethamam"	201	34	"Oulad Jacoub, ouest ravin, nord rocher, est Bled Amer, sud rocher ?bsibiss"	"ANOM GGA 50II 240"	
730	1853	"Oulad Hedim"	14	"Oulad Hedim"	54	"Mohamed Boudouma"	"Sba"	600	24	"Oulad Bou Douma, ouest rocher, nord lieu appelé Sba, est Bled Kouider, sud chemin"	"ANOM GGA 50II 240"	
731	1853	"Oulad Hedim"	14	"Oulad Hedim"	54	"Mohamed Boudouma"	"El Maïzmia"	601	46	"Hadj Kouider, ouest rocher, nord rocher, est ravin, sud ravin et source"	"ANOM GGA 50II 240"	
723	1853	"Oulad Sidi Nadji"	30	"Oulad Sidi Nadji"	55	"Si ben Aïssa"	"Kerboussa"	723	63	"ouest Seghedi ben Imbarek, nord montagne, est ferme, sud rocher"	"ANOM GGA 50II 240"	"Part of Oulad Deid tribe in 1854 count."
724	1853	"Oulad Sidi Nadji"	30	"Oulad Sidi Nadji"	55	"Si ben Aïssa"	"Ledja el Beda"	724	65	"(Cadi Mohamed ben Lïeb) ouest Aïn Tolba, nord rocher, est chemin, sud rocher"	"ANOM GGA 50II 240"	"Part of Oulad Deid tribe in 1854 count."
725	1853	"Oulad Sidi Nadji"	30	"Oulad Sidi Nadji"	55	"Si ben Aïssa"	"Sidi Djemil el Firas el Gada"	204	86	"El hadj Aïssan ben Zian, ouest Aïn Derela, nord petite montagne, est chemin, sud lieu applé (col) ?Ragba"	"ANOM GGA 50II 240"	"Part of Oulad Deid tribe in 1854 count."
726	1853	"Oulad Sidi Nadji"	30	"Oulad Sidi Nadji"	55	"Si ben Aïssa"	"Bir el Mssabehe"	205	38	"Oulad el Mahoub, nord Djouma bou Affia, est rivière, Sud Djouma Mohamed ben Tïeb"	"ANOM GGA 50II 240"	"Part of Oulad Deid tribe in 1854 count."
713	1853	"Oulad Deid"	15	"Oulad Asiz"	56	"Mohamed ben Damer"	"Dra ben Ourad"	207	77	"ouest Bled Oulad Boucheret, nord Oulad Messaoud, est ravin, sud rocher"	"ANOM GGA 50II 240"	
714	1853	"Oulad Deid"	15	"Oulad Asiz"	56	"Mohamed ben Damer"	"Selka"	725	25	"ouest le mamelon Ranfer, nord Bled Salem, est Bled el ?had Saala. Sud Grotte des ?Nims"	"ANOM GGA 50II 240"	
715	1853	"Oulad Deid"	15	"Oulad Asiz"	56	"Mohamed ben Damer"	"El Aragile"	726	89	"ouest ravin Az Goub, nord petite montagne, est ravin, sud gourbi de Kara Assen"	"ANOM GGA 50II 240"	
716	1853	"Oulad Deid"	15	"Oulad Asiz"	56	"Mohamed ben Damer"	"El Djenen"	592	113	"ouest lieu appelé Enza Seras, nord rocher gris, est lieu appelé Enzelet Ethomes, sud rocher Dra el Djelali"	"ANOM GGA 50II 240"	
717	1853	"Oulad Deid"	15	"Oulad Asiz"	56	"Mohamed ben Damer"	"Omar el Bit"	728	97	"ouest Bir el Maïs, nord montagne, est rocher, sud Dra Labiod"	"ANOM GGA 50II 240"	
718	1853	"Oulad Deid"	15	"El Achaffa"	57	"Sliman ben Rabla"	"Regida/Meuriout"	211	80	"ouest Bled Ali bn Edylys, nord petite montagne, est Bled Mohamed ben Abderaman, sud Bled bou Bkr"	"ANOM GGA 50II 240"	
719	1853	"Oulad Deid"	15	"El Achaffa"	57	"Sliman ben Rabla"	"Mecheta"	729	150	"Bled Amer ben Zreter, ouest ravin, nord montagne, est rocher, sud petite montagne"	"ANOM GGA 50II 240"	
720	1853	"Oulad Deid"	15	"Zekmota"	58	"Mohamed bou Zraïa"	"Cheubet Lefail"	730	60	"ouest rivière, nord ravin, est rocher, sud jardin"	"ANOM GGA 50II 240"	
721	1853	"Oulad Deid"	15	"Zekmota"	58	"Mohamed bou Zraïa"	"Le Gada"	731	150	"Bourega ben Drouyäa, nord rocher, ouest Bled Kouider, est Bled Bourega, sud jardin"	"ANOM GGA 50II 240"	
722	1853	"Oulad Deid"	15	"Zekmota"	58	"Mohamed bou Zraïa"	"Gadet el Bir"	732	65	"(Mohamed ben Bouraga), ouest rocher, nord petite montagne, est mamelon, sud gourbi"	"ANOM GGA 50II 240"	
745	1853	"Souary"	16	"Oulad Ameur"	59	"El Messaoud"	"Dra Lameur"	213	164	"ouest Bled Abdelkader, nord peuplier, est Bled Ouled Bou Zemana"	"ANOM GGA 50II 240"	
740	1853	"Souary"	16	"Oulad Jacoub"	60	"Chiniari"	"Elmbdoua"	604	100	"ouest rocher, nord rocher de figuier, est ravin, sud chemin"	"ANOM GGA 50II 240"	
741	1853	"Souary"	16	"Oulad Jacoub"	60	"Chiniari"	"Nesoue"	216	105	"(Amed ben Elouani) du nord ravin, ouest rocher, est rocher, sud rocher"	"ANOM GGA 50II 240"	
742	1853	"Souary"	16	"Oulad Deid"	61	"El Madjoub"	"Dra Lamer Chergui"	218	123	"ouest Ehla el Amra, du nord chemin, est Ghersa ?ental'Adguer, sud Bled Mohamed el Arbi"	"ANOM GGA 50II 240"	
743	1853	"Souary"	16	"Oulad Deid"	61	"El Madjoub"	"Ghersa/Gada"	219	50	"(Cadi bn Chienn) ouest lieu appelé Chacora, nord Aïn, est rocher, sud ravin"	"ANOM GGA 50II 240"	
744	1853	"Souary"	16	"Oulad Deid"	61	"El Madjoub"	"Kerkoud"	605	120	"(Mohamed bn Chamdan) ouest jardin, nord chemin, est jardin, sud lieu appelé Kala"	"ANOM GGA 50II 240"	
735	1853	"Oulad Marref"	17	"Oulad Ektsir"	62	"Ferraar"	"Um el Adjir"	221	310	"ouest ravin, nord rocher, est petite montagne, sud chemin"	"ANOM GGA 50II 240"	
736	1853	"Oulad Marref"	17	"Oulad Ektsir"	62	"Ferraar"	"Fekrouna"	222	107	"ouest petite montagne, nord pierre, est chemin, sud rocher"	"ANOM GGA 50II 240"	
737	1853	"Oulad Marref"	17	"Oulad Abides"	63	"Saghouan"	"Zerreb"	224	137	"ouest ravin, nord fontaine, est lieu appelé Tartar, sud lieu appelé Ferkoussa"	"ANOM GGA 50II 240"	
738	1853	"Oulad Marref"	17	"Oulad Abides"	63	"Saghouan"	"Koidïa"	223	155	"ouest lieu dit Goudjila, nord rocher, est idem, sud lieu appelé Matat Ouled Habid sur la petite motagne"	"ANOM GGA 50II 240"	
739	1853	"Oulad Marref"	17	"Oulad Arioua"	64	"Abdallah"	"Beka"	226	115	"nord montagne, ouest ravin, est ravin, sud rocher"	"ANOM GGA 50II 240"	
732	1853	"Deimat"	18	"Deimat"	65	"El hadj ben Jaïa"	"Oum el Kbour"	227	106	"ouest rivière, nord petite montagne sud marabout"	"ANOM GGA 50II 240"	
733	1853	"Deimat"	18	"Deimat"	65	"El hadj ben Jaïa"	"Ce Gada"	602	60	"(Oulad Bou Nadji) ouest lieu appelé Tinia, nord El Kaala. Sud Bled Chems"	"ANOM GGA 50II 240"	
734	1853	"Deimat"	18	"Deimat"	65	"El hadj ben Jaïa"	"Ras Torba"	603	135	"ouest chemin, nord petite montagne, est lieu appelé Reneb. Sud lieu appelé Zoudj Adger"	"ANOM GGA 50II 240"	
769	1853	"Abides"	19	"Labras"	66	"Feroug"	"El Kherba"	621	26	"entre un chemin et un ruisseau"	"ANOM GGA 50II 240"	
770	1853	"Abides"	19	"Labras"	66	"Feroug"	"Dera Lahmar"	238	50	"entre Aaicha et Sidi Daoud"	"ANOM GGA 50II 240"	
771	1853	"Abides"	19	"Labras"	66	"Feroug"	"Aïn Ali"	622	48	"entre Sid Mara et Chaabet Khamès"	"ANOM GGA 50II 240"	
772	1853	"Abides"	19	"Labras"	66	"Feroug"	"Aïn Ferkous"	623	42	"entre Dera Aaga et Aïn Ferkous"	"ANOM GGA 50II 240"	
773	1853	"Abides"	19	"Labras"	66	"Feroug"	"Gaadet Si Couider"	624	63	"entre un seguiza et une noueder"	"ANOM GGA 50II 240"	
774	1853	"Abides"	19	"Labras"	66	"Feroug"	"El Madoura"	237	30	"entre 2 ruisseaux entre Bir Ann ?Anniya"	"ANOM GGA 50II 240"	
775	1853	"Abides"	19	"Labras"	66	"Feroug"	"Boutouil"	625	68	"entre un chemin et Gaadet Saada"	"ANOM GGA 50II 240"	
776	1853	"Abides"	19	"Labras"	66	"Feroug"	"Aouza"	626	100	"entre un chemin et Oued el Fridja"	"ANOM GGA 50II 240"	
777	1853	"Abides"	19	"Labras"	66	"Feroug"	"Aïn el Karam"	627	30	"entre Chaabet Aïn Karma et el Gaada"	"ANOM GGA 50II 240"	
778	1853	"Abides"	19	"Labras"	66	"Feroug"	"El Djema"	628	100	"entre Chaabet Souni et un chemin"	"ANOM GGA 50II 240"	
779	1853	"Abides"	19	"Labras"	66	"Feroug"	"Matmar Labiad"	236	100	"entre Dera Sekek et Chaabet Mintina"	"ANOM GGA 50II 240"	
780	1853	"Abides"	19	"Labras"	66	"Feroug"	"Bel Karma"	629	70	"entre un jardin et Chaabet Sesi"	"ANOM GGA 50II 240"	
781	1853	"Abides"	19	"Labras"	66	"Feroug"	"Mechter Oulad Saleh"	630	13	"entre Chaabet Berbissi et Taga"	"ANOM GGA 50II 240"	
782	1853	"Abides"	19	"Labras"	66	"Feroug"	"El Fauidj"	246	60	"entre Aïn el Djenin et un mamelon"	"ANOM GGA 50II 240"	
783	1853	"Abides"	19	"Labras"	66	"Feroug"	"El Makmen"	247	26	"entre un ruisseau et une route"	"ANOM GGA 50II 240"	
784	1853	"Abides"	19	"Labras"	66	"Feroug"	"Loualedj"	631	92	"entre des jardins"	"ANOM GGA 50II 240"	
785	1853	"Abides"	19	"Labras"	66	"Feroug"	"Aïn el Beda"	632	47	"entre un ruisseau et Enzeur el Khezary"	"ANOM GGA 50II 240"	
786	1853	"Abides"	19	"Labras"	66	"Feroug"	"Chaabet Soussi"	235	62	"entre un chemin et Chaabet Soussi"	"ANOM GGA 50II 240"	
787	1853	"Abides"	19	"Chorfa"	67	"Si Yahya ben Attalia"	"Bel Souza"	633	34	"entre el Mardja Dera Touz et Dera Labiad"	"ANOM GGA 50II 240"	
788	1853	"Abides"	19	"Chorfa"	67	"Si Yahya ben Attalia"	"Aïn el Ghaba"	634	20	"entre Dera Aaga et la grande route de Midéah"	"ANOM GGA 50II 240"	
789	1853	"Abides"	19	"Chorfa"	67	"Si Yahya ben Attalia"	"El Besbessi"	250	80	"entre un mechta et Gaadet el Bissebis"	"ANOM GGA 50II 240"	
790	1853	"Abides"	19	"Chorfa"	67	"Si Yahya ben Attalia"	"Sidi Tair"	252	15	"entre Sidi Ali Aayar et Dera el Andjar"	"ANOM GGA 50II 240"	
791	1853	"Abides"	19	"Chorfa"	67	"Si Yahya ben Attalia"	"Dera Tafa"	233	35	"entre Oued el Mounghar et Dera Taga"	"ANOM GGA 50II 240"	
757	1853	"Abides"	19	"Tehalit"	68	"Moussa ben Khilifa"	"El Gattar"	256	43	"entre 2 ruisseaux près de Gaadet Oulad Ehdim"	"ANOM GGA 50II 240"	
758	1853	"Abides"	19	"Tehalit"	68	"Moussa ben Khilifa"	"Chaabet Melana"	255	77	"entre Chaabet Si Fer et Chaabet el Mellana"	"ANOM GGA 50II 240"	
759	1853	"Abides"	19	"Tehalit"	68	"Moussa ben Khilifa"	"Had Dris"	254	75	"entre Dekhira et Chaabet Moussed"	"ANOM GGA 50II 240"	
760	1853	"Abides"	19	"Tehalit"	68	"Moussa ben Khilifa"	"Bouhalfaya"	259	97	"entre Chaabet Moudoud et Chaabet Boutouil"	"ANOM GGA 50II 240"	
761	1853	"Abides"	19	"Tehalit"	68	"Moussa ben Khilifa"	"El Mahhref"	253	50	"entre Ahbarii et Batez bel Hadj"	"ANOM GGA 50II 240"	
762	1853	"Abides"	19	"Tehalit"	68	"Moussa ben Khilifa"	"Chandara"	258	81	"entre 2 grandes rivières près d'un grande route"	"ANOM GGA 50II 240"	
763	1853	"Abides"	19	"El Ghereba"	69	"Ben Youcef ben Mohamed"	"Hafrer el Khoudja"	617	40	"entre Aïn el Kebrita et Sed Khouribas"	"ANOM GGA 50II 240"	
764	1853	"Abides"	19	"El Ghereba"	69	"Ben Youcef ben Mohamed"	"Chinoi"	618	94	"entre Ghad Deba et Dera el Djema"	"ANOM GGA 50II 240"	
765	1853	"Abides"	19	"El Ghereba"	69	"Ben Youcef ben Mohamed"	"Debdeb"	260	58	"entre Chaabet ?Taptap et Mechtar el Karma"	"ANOM GGA 50II 240"	
766	1853	"Abides"	19	"Semela"	70	"Mohamed ben Ahmed"	"El Mesdoura"	276	17	"entre Chaabet el Kebira et Djabar Felfa"	"ANOM GGA 50II 240"	
767	1853	"Abides"	19	"Semela"	70	"Mohamed ben Ahmed"	"El Gaada el Bida"	619	37	"entre un chemin et Chaabet Arid"	"ANOM GGA 50II 240"	
768	1853	"Abides"	19	"Oulad Senen"	70	"Mohamed ben Ahmed?"	"Gaadet el Arrar"	620	90	"entre Mechta Djedid et Dera Madouar"	"ANOM GGA 50II 240"	
807	1853	"Beni Hassen"	20	"El Kerebib"	71	"Si Couider"	"Zeouia"	277	100	"près de mechta Si ben Abdallah"	"ANOM GGA 50II 240"	
792	1853	"Beni Hassen"	20	"Mezeïa"	72	"El Hadj ben Bakhti"	"Teniet Khalouf"	635	80	"entre une fontaine et un figuier"	"ANOM GGA 50II 240"	
793	1853	"Beni Hassen"	20	"Mezeïa"	72	"El Hadj ben Bakhti"	"Baten el Karrouch"	285	95	"entre des jardins et des mechtas"	"ANOM GGA 50II 240"	
794	1853	"Beni Hassen"	20	"Mezeïa"	72	"El Hadj ben Bakhti"	"Mechta el Khada"	287	9	"entre un peuplier et un chemin"	"ANOM GGA 50II 240"	
800	1853	"Beni Hassen"	20	"Oulad Mennaa"	73	"El Medeni"	"Sidi Lahssen"	292	18	"près de Sidi Lahssen"	"ANOM GGA 50II 240"	
801	1853	"Beni Hassen"	20	"Oulad Mennaa"	73	"El Medeni"	"Gera"	288	21	"entre un cimetière et un jardin"	"ANOM GGA 50II 240"	
802	1853	"Beni Hassen"	20	"Oulad Mennaa"	73	"El Medeni"	"Lera"	640	45	"entre Dera el Fed et un jardin"	"ANOM GGA 50II 240"	
803	1853	"Beni Hassen"	20	"Oulad Mennaa"	73	"El Medeni"	"El Ouseïria"	641	91	"près d'un mechta"	"ANOM GGA 50II 240"	
804	1853	"Beni Hassen"	20	"Oulad Mennaa"	73	"El Medeni"	"Teniet Emdoun"	642	22	"entre Aïn el Demaïr et Dera el Kebir"	"ANOM GGA 50II 240"	
806	1853	"Beni Hassen"	20	"Oulad Omra"	74		"Teguia"	644	66	"entre un ruisseau et un jardin"	"ANOM GGA 50II 240"	
805	1853	"Beni Hassen"	20	"Oulad Seid"	75		"Bethaaleb"	643	62	"près de Mechta AbdelKader ben Amara"	"ANOM GGA 50II 240"	
797	1853	"Beni Hassen"	20	"Beni Gheïar"	76		"El Ari"	637	96	"entre Dera Taga et El Kherba"	"ANOM GGA 50II 240"	
795	1853	"Beni Hassen"	20	"Chemama"	77		"Daiyra"	636	87	"entre des jardins et Dera Taga"	"ANOM GGA 50II 240"	
796	1853	"Beni Hassen"	20	"Chemama"	77		"Si Lekhal"	301	47	"entre un chemin et Fers Boumouan"	"ANOM GGA 50II 240"	
554	1853	"Hannacha"	21	"Ghouder"	78	"El Hadj Saad"	"Ghouder"	303	40	"sur le sommet d'un mamelon, à l'ouest d'une Marabout, au sud de grand arbres et un jardin à l'ouest des gourbis"	"ANOM GGA 50II 240"	
553	1853	"Hannacha"	21	"El Noueder"	79	"El Hadj Saad"	"El Noueder"	503	30	"à l'ouest un gourbi et un rocher, au-dessous d'un mamelon, au nord d'un jardin"	"ANOM GGA 50II 240"	
555	1853	"Hannacha"	21	"Dra Saboun"	80	"El Hadj Saad"	"Dra Saboun"	305	43	"ouest gourbi, sud mosquée et jardin, au-dessus d'un chemin"	"ANOM GGA 50II 240"	
556	1853	"Hannacha"	21	"Oulad Ben Alia"	81	"El Hadj Saad"	"Oulad Ben Alia"	306	57	"ouest jardin, est ravin, sud jardin au-dessous mamelon"	"ANOM GGA 50II 240"	
557	1853	"Hannacha"	21	"Oulad Amoud"	82	"El Hadj Saad"	"Oulad Amoud"	307	77	"près de la fontaine Aïn Aloula, d'un marabou et d'un rocher"	"ANOM GGA 50II 240"	
507	1853	"Ouzera"	22	"Cheraga"	83	"Mohamed Ben Ramoun"	"Matraï"	484	20	"El Hadj Ali, ouest ruisseau, sud arbre"	"ANOM GGA 50II 240"	
504	1853	"Ouzera"	22	"Ouzera El Gzaba"	84	"Miloud Ben el Ouchfoun"	"Botha"	481	16	"Ali Ben Taleb, en dessus marabout, nord gourbi, est arbres"	"ANOM GGA 50II 240"	
505	1853	"Ouzera"	22	"Ouzera El Gzaba"	84	"Miloud Ben el Ouchfoun"	"El Gerhzarza"	482	8	"Mohamed Ben Saïd, ouest ravin, sud gourbi, sud Tamet el Bis"	"ANOM GGA 50II 240"	
506	1853	"Ouzera"	22	"Ouzera El Gzaba"	84	"Miloud Ben el Ouchfoun"	"El Gerhzarza"	483	4	"Abd el Kader Ben Mohamed, est Kbarer, ouest gourbi, sud chemin"	"ANOM GGA 50II 240"	
499	1853	"Ouzera"	22	"Beni Aïch."	85	"Abhour ben Mesbah"	"Ras el Oued/ Sidi Moussa"	314	15	"Si Mohamed ben Sidi Moussa, en dessous rocher, ouest rocher, est rivière, nord gourbi"	"ANOM GGA 50II 240"	
500	1853	"Ouzera"	22	"Beni Aïch."	85	"Abhour ben Mesbah"	"Bou Dokhan/Smena"	311	35	"Ali Ben Smena, sud petit jardin, est rocher, au-dessus peuplier"	"ANOM GGA 50II 240"	
501	1853	"Ouzera"	22	"Beni Aïch."	85	"Abhour ben Mesbah"	"Ras el Oued"	313	9	"Ali Ben Miloud en dessus chemin, nord gourbi"	"ANOM GGA 50II 240"	
502	1853	"Ouzera"	22	"Beni Aïch."	85	"Abhour ben Mesbah"	"Ras el Oued"	313	25	"Achour ben Pesshar, en dessus Kormous, ouest gourbi, nord rivière"	"ANOM GGA 50II 240"	
503	1853	"Ouzera"	22	"Beni Aïch."	85	"Abhour ben Mesbah"	"Bou Dokhan"	312	7	"El Koussier, ouest rivière, est noueder en dessus chemin"	"ANOM GGA 50II 240"	
538	1853	"Aouaras"	23	"Oulad Beghti Ben Amar"	86		"(dans leur gourbis)"	498	44	"en venant du nord une fontaine, d l'ouest un ravin de l'est un rocher"	"ANOM GGA 50II 240"	
539	1853	"Aouaras"	23	"Oulad Beghti Ben Amar"	86		"(au dessous des gourbis)"	499	22	"en venant du nord des arbres, sud un jardin, à l'est un rocher, à l'ouest un petit ravin"	"ANOM GGA 50II 240"	
540	1853	"Aouaras"	23	"Oulad Beghti Ben Amar"	86		"Aïn Ameza"	317	40	"au nord un grand arbre, ouest idem, près d'un cimetère, au sud une source au-dessous un arbre"	"ANOM GGA 50II 240"	
541	1853	"Aouaras"	23	"Oulad Beghti Ben Amar"	86		"Aïn Aïssa"	316	51	"au sud un arbre, est un rocher, nord une ?amandier"	"ANOM GGA 50II 240"	
550	1853	"Aouaras"	23	"El Oueta"	87	"Souber Mohamed di Medeah"	"Sidi Enssen"	501	5	"nord mosquée, ouest mamelon, est arbre, sud mamelon assez fort"	"ANOM GGA 50II 240"	
551	1853	"Aouaras"	23	"El Oueta"	87	"Souber Mohamed ben Lelkhar di Medeah"	"Dohtan"	502	46	"au sud Aïn Euza, à l'ouest un figuier sauvage"	"ANOM GGA 50II 240"	
546	1853	"Aouaras"	23	"Oulad Saoud"	88	"Ali Ben Lekol"	"Oulad Ezholes"	500	5	"de l'ouest un rocher, est gourbi, nord grand arbre, sud rocher"	"ANOM GGA 50II 240"	
547	1853	"Aouaras"	23	"Oulad Saoud"	88	"Ali Ben Lekol"	"El Aouche"	322	53	"de l'ouest un lieu appelé Sidi Sliman, de l'est un gourbi, du sud gourbi, du nord rivière"	"ANOM GGA 50II 240"	
548	1853	"Aouaras"	23	"Oulad Saoud"	88	"Ali Ben Lekol"	"Ouad Saary"	321	30	"ouest rivière, est rocher, sud gourbi, nord rivière"	"ANOM GGA 50II 240"	
549	1853	"Aouaras"	23	"Oulad Saoud"	88	"Ali Ben Lekol"	"Ouled el Arbi"	323	3	"ouest jardin, est grenadier et figuier, sud petit jardin près de la rivière, nord mamelon"	"ANOM GGA 50II 240"	
542	1853	"Aouaras"	23	"Oulad M. ben Saad ben Ramdan"	89	"Ben Saad Ben Ramdan"	"Zaouïa Si Hamed ben Amuer"	327	22	"dans le gourbi d'hiver, en venant du sud une mosquée, en venant de l'est une amandier, de l'ouest une rivière"	"ANOM GGA 50II 240"	
543	1853	"Aouaras"	23	"Oulad Taouti"	89	"Ben Saad Ben Ramdan"	"(près de la ferme)"	326	22	"en venant de l'ouest un amandier et un grenadier, de l'est un rocher, du sud une grange, du nord une vigne"	"ANOM GGA 50II 240"	
544	1853	"Aouaras"	23	"Oulad Taouti"	89	"Ben Saad Ben Ramdan"	"Ghera Oulad Tabet"	330	31	"de l'ouest un jardin, de l'est un gourbi, du sud une rivière, du nord un gourbi"	"ANOM GGA 50II 240"	
545	1853	"Aouaras"	23	"Oulad Taouti"	89	"Ben Saad Ben Ramdan"	"Mecheta ben il Kbaïl Ali"	329	38	"de l'est un ravin, du sud une rivière, de l'ouest un ravin, du nord un rocher"	"ANOM GGA 50II 240"	
552	1853	"Aouaras"	23	"uncertain (?M. Nasseria)"	91		"dans leurs maisons"	332			"ANOM GGA 50II 240"	"16 households/tentfuls stored in their houses (cf M. Nasseria in 1854)"
667	1853	"Righas"	24	"Oulad Messaoud"	92	"Abdelkadr"	"Lgahla"	336	13	"près d'oliviers sauvages"	"ANOM GGA 50II 240"	
668	1853	"Righas"	24	"Oulad Messaoud"	92	"Abdelkadr"	"Moul Baghâ"	335	7	"sous des arbres"	"ANOM GGA 50II 240"	
669	1853	"Righas"	24	"Oulad Messaoud"	92	"Abdelkadr"	"Sidi Ghdelth"	580	27	"au milieu d'arbres (Betmaya)"	"ANOM GGA 50II 240"	
670	1853	"Righas"	24	"Oulad Messaoud"	92	"Abdelkadr"	"Mebdoua"	333	39	"au milieu d'une rocher appellé Sià"	"ANOM GGA 50II 240"	
679	1853	"Righas"	24	"Oulad Sidi Ahmed ben Youssef"	93	"Ben Gismia Regeig"	"Aïn ben Aissa"	587	14	"près des amandiers"	"ANOM GGA 50II 240"	
680	1853	"Righas"	24	"Oulad Sidi Ahmed ben Youssef"	93	"Ben Gismia Regeig"	"Gkar"	337	7	"entre des figuiers de Barbarci et des gourbis"	"ANOM GGA 50II 240"	
681	1853	"Righas"	24	"Oulad Sidi Ahmed ben Youssef"	93	"Ben Gismia Regeig"	"Lkhlet"	338	10	"entre des jardins et des gourbis"	"ANOM GGA 50II 240"	
682	1853	"Righas"	24	"Oulad Sidi Ahmed ben Youssef"	93	"Ben Gismia Regeig"	"Ehkar"	339	16	"près des gourbis"	"ANOM GGA 50II 240"	
671	1853	"Righas"	24	"Oulad Ben Aïssa"	94	"Ben Abdallah"	"Louzet"	581	50	"près d'amandiers"	"ANOM GGA 50II 240"	
672	1853	"Righas"	24	"Oulad Ben Aïssa"	94	"Ben Abdallah"	"Dra Seulel"	342	30	"entre un arbre et une meule de paille"	"ANOM GGA 50II 240"	
673	1853	"Righas"	24	"Oulad Ben Aïssa"	94	"Ben Abdallah"	"Gouba"	582	10	"au milieu des gourbis"	"ANOM GGA 50II 240"	
686	1853	"Righas"	24	"Ouanid"	95	"El Badi"	"Ghar Zkran"	347	30	"entre la source et le gourbi"	"ANOM GGA 50II 240"	
687	1853	"Righas"	24	"Ouanid"	95	"El Badi"	"Mezouedj"	588	31	"près des gourbis"	"ANOM GGA 50II 240"	
674	1853	"Righas"	24	"Oulad Bou Achera"	96	"Ben Abidis"	"Mehta el Adjer"	583	15	"dans la plaine au pied d'une montagne"	"ANOM GGA 50II 240"	
675	1853	"Righas"	24	"Oulad Bou Achera"	96	"Ben Abidis"	"Gran Aissa"	584	14	"près d'un jardin"	"ANOM GGA 50II 240"	
676	1853	"Righas"	24	"Oulad Bou Achera"	96	"Ben Abidis"	"Bou Achera"	348	9	"près d'un jardin et des gourbis"	"ANOM GGA 50II 240"	
683	1853	"Righas"	24	"Oulad Laouar"	97	"Ben Brahim"	"Abdelak"	352	26	"près des oliviers"	"ANOM GGA 50II 240"	
684	1853	"Righas"	24	"Oulad Laouar"	97	"Ben Brahim"	"Omm el Ghrob"	353	28	"près d'un jardin de figuiers de Barbarci"	"ANOM GGA 50II 240"	
